ID	Name	Equation	Definition	Genes
rxn05360_c0	4-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11496[c0] => (1) cpd00006[c0] + (1) cpd11497[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 4-methyl-3-oxo-hexanoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 4-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	Unknown
rxn01151_c0	3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)_c0	(1) cpd00875[c0] <= (1) cpd00020[c0] + (1) cpd00185[c0]	(1) KDO_c0[c0] <= (1) Pyruvate_c0[c0] + (1) D-Arabinose_c0[c0]	Unknown
rxn05401_c0	13-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11537[c0] => (1) cpd00006[c0] + (1) cpd11538[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 13-methyl-3-oxo-tetra-decanoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 13-methyl-3-hydroxy-tetra-decanoyl-ACP_c0[c0]	Unknown
rxn10226_c0	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0	(1) cpd00054[c0] + (1) cpd15683[c0] => (1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd15689[c0]	(1) L-Serine_c0[c0] + (1) CDP-1,2-diisoheptadecanoylglycerol_c0[c0] => (1) CMP_c0[c0] + (2) H+_c0[c0] + (1) Diisoheptadecanoylphosphatidylserine_c0[c0]	Unknown
rxn03181_c0	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd03002[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02993[c0]	(1) ATP_c0[c0] + (1) Lipid A disaccharide_c0[c0] => (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) Lipid IV(A)_c0[c0]	Unknown
rxn05370_c0	8-methyl-trans-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11506[c0] => (1) cpd00006[c0] + (1) cpd11507[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 8-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 8-methyl-decanoyl-ACP_c0[c0]	Unknown
rxn09202_c0	Phosphatidylserine decarboxylase (n-C18:0)_c0	(2) cpd00067[c0] + (1) cpd15557[c0] => (1) cpd00011[c0] + (1) cpd15533[c0]	(2) H+_c0[c0] + (1) phosphatidylserine dioctadecanoyl_c0[c0] => (1) CO2_c0[c0] + (1) phosphatidylethanolamine dioctadecanoyl_c0[c0]	Unknown
rxn08019_c0	stearate-[acyl-carrier-protein] ligase_c0	(1) cpd00002[c0] + (1) cpd01080[c0] + (1) cpd11493[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd15268[c0]	(1) ATP_c0[c0] + (1) ocdca_c0[c0] + (1) ACP_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (2) H+_c0[c0] + (1) Octadecanoyl-ACP_c0[c0]	Unknown
rxn05390_c0	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0	(1) cpd11526[c0] => (1) cpd00001[c0] + (1) cpd11527[c0]	(1) 7-methyl-3-hydroxy-octanoyl-ACP_c0[c0] => (1) H2O_c0[c0] + (1) 7-methyl-trans-oct-2-enoyl-ACP_c0[c0]	Unknown
rxn05383_c0	3-methylbutanoyl-CoA:[acyl-carrier-protein] transferase_c0	(1) cpd01882[c0] + (1) cpd11493[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd11520[c0]	(1) Isovaleryl-CoA_c0[c0] + (1) ACP_c0[c0] => (1) CoA_c0[c0] + (1) H+_c0[c0] + (1) isovaleryl-ACP_c0[c0]	Unknown
rxn05362_c0	4-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11498[c0] => (1) cpd00006[c0] + (1) cpd11499[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 4-methyl-trans-hex-2-enoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 4-methyl-hexanoyl-ACP_c0[c0]	Unknown
rxn05407_c0	15-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11543[c0] => (1) cpd00006[c0] + (1) cpd11544[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 15-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 15-methyl-hexa-decanoyl-ACP_c0[c0]	Unknown
rxn01152_c0	D-arabinose aldose-ketose-isomerase_c0	(1) cpd00185[c0] <= (1) cpd00258[c0]	(1) D-Arabinose_c0[c0] <= (1) D-Ribulose_c0[c0]	Unknown
rxn08954_c0	3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)_c0	(1) cpd02546[c0] + (1) cpd15550[c0] => (1) cpd00046[c0] + (1) cpd00067[c0] + (1) cpd15492[c0]	(1) CMP-KDO_c0[c0] + (1) phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0] => (1) CMP_c0[c0] + (1) H+_c0[c0] + (1) kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0]	Unknown
rxn05029_c0	ATP:cobinamide Cobeta-adenosyltransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd03422[c0] => (1) cpd00421[c0] + (1) cpd03918[c0]	(1) ATP_c0[c0] + (1) H+_c0[c0] + (1) Cobinamide_c0[c0] => (1) Triphosphate_c0[c0] + (1) Adenosyl cobinamide_c0[c0]	Unknown
rxn03917_c0	D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase_c0	(1) cpd00238[c0] => (1) cpd04918[c0]	(1) Sedoheptulose7-phosphate_c0[c0] => (1) D-Glycero-D-manno-heptose7-phosphate_c0[c0]	Unknown
rxn08709_c0	LPS heptose kinase II (LPS core synthesis)_c0	(1) cpd00002[c0] + (1) cpd15488[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd15550[c0]	(1) ATP_c0[c0] + (1) heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0] => (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0]	Unknown
rxn10206_c0	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11434[c0] => (1) cpd00010[c0] + (1) cpd15672[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) fa12coa_c0[c0] => (1) CoA_c0[c0] + (1) 1-anteisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0]	Unknown
rxn09436_c0	fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial_c0	(2) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd11468[c0] + (1) cpd11492[c0] <= (1) cpd00001[c0] + (2) cpd00006[c0] + (1) cpd00011[c0] + (1) cpd11466[c0] + (1) cpd11493[c0]	(2) NADPH_c0[c0] + (2) H+_c0[c0] + (1) Dodecanoyl-ACP_c0[c0] + (1) Malonyl-acyl-carrierprotein-_c0[c0] <= (1) H2O_c0[c0] + (2) NADP_c0[c0] + (1) CO2_c0[c0] + (1) Myristoyl-ACP_c0[c0] + (1) ACP_c0[c0]	Unknown
rxn05394_c0	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0	(1) cpd11530[c0] => (1) cpd00001[c0] + (1) cpd11531[c0]	(1) 9-methyl-3-hydroxy-decanoyl-ACP_c0[c0] => (1) H2O_c0[c0] + (1) 9-methyl-trans-dec-2-enoyl-ACP_c0[c0]	Unknown
rxn03918_c0	ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd04918[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd08316[c0]	(1) ATP_c0[c0] + (1) D-Glycero-D-manno-heptose7-phosphate_c0[c0] => (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) D-Glycero-D-manno-heptose1-7-bisphosphate_c0[c0]	Unknown
rxn05369_c0	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0	(1) cpd11505[c0] => (1) cpd00001[c0] + (1) cpd11506[c0]	(1) 8-methyl-3-hydroxy-decanoyl-ACP_c0[c0] => (1) H2O_c0[c0] + (1) 8-methyl-trans-dec-2-enoyl-ACP_c0[c0]	Unknown
rxn03916_c0	ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase_c0	(1) cpd00002[c0] + (1) cpd04920[c0] => (1) cpd00012[c0] + (1) cpd03830[c0]	(1) ATP_c0[c0] + (1) D-Glycero-D-manno-heptose1-phosphate_c0[c0] => (1) PPi_c0[c0] + (1) ADP-D-glycero-D-manno-heptose_c0[c0]	Unknown
rxn05457_c0	[Acyl-carrier-protein] acetyltransferase_c0	(1) cpd00010[c0] + (1) cpd11466[c0] <= (1) cpd01695[c0] + (1) cpd11493[c0]	(1) CoA_c0[c0] + (1) Myristoyl-ACP_c0[c0] <= (1) Myristoyl-CoA_c0[c0] + (1) ACP_c0[c0]	Unknown
rxn05386_c0	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0	(1) cpd11522[c0] => (1) cpd00001[c0] + (1) cpd11523[c0]	(1) 5-methyl-3-hydroxy-hexanoyl-ACP_c0[c0] => (1) H2O_c0[c0] + (1) 5-methyl-trans-hex-2-enoyl-ACP_c0[c0]	Unknown
rxn05400_c0	11-methyl-dodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11536[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11537[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 11-methyl-dodecanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 13-methyl-3-oxo-tetra-decanoyl-ACP_c0[c0]	Unknown
rxn05393_c0	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11529[c0] => (1) cpd00006[c0] + (1) cpd11530[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 9-methyl-3-oxo-decanoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 9-methyl-3-hydroxy-decanoyl-ACP_c0[c0]	Unknown
rxn08333_c0	1,4-dihydroxy-2-naphthoate octaprenyltransferase_c0	(1) cpd02295[c0] + (1) cpd02557[c0] => (1) cpd00011[c0] + (1) cpd00012[c0] + (1) cpd15353[c0]	(1) 1-4-Dihydroxy-2-naphthoate_c0[c0] + (1) Farnesylfarnesylgeraniol_c0[c0] => (1) CO2_c0[c0] + (1) PPi_c0[c0] + (1) 2-Demethylmenaquinol 8_c0[c0]	Unknown
rxn03919_c0	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd08316[c0] => (1) cpd00009[c0] + (1) cpd04920[c0]	(1) H2O_c0[c0] + (1) D-Glycero-D-manno-heptose1-7-bisphosphate_c0[c0] => (1) Phosphate_c0[c0] + (1) D-Glycero-D-manno-heptose1-phosphate_c0[c0]	Unknown
rxn00056_c0	Fe(II):oxygen oxidoreductase_c0	(1) cpd00007[c0] + (4) cpd00067[c0] + (4) cpd10515[c0] <= (2) cpd00001[c0] + (4) cpd10516[c0]	(1) O2_c0[c0] + (4) H+_c0[c0] + (4) Fe2+_c0[c0] <= (2) H2O_c0[c0] + (4) fe3_c0[c0]	Unknown
rxn09345_c0	Undecaprenyl diphosphate synthase_c0	(8) cpd00113[c0] + (1) cpd00350[c0] => (8) cpd00012[c0] + (8) cpd00067[c0] + (1) cpd02229[c0]	(8) Isopentenyldiphosphate_c0[c0] + (1) Farnesyldiphosphate_c0[c0] => (8) PPi_c0[c0] + (8) H+_c0[c0] + (1) Bactoprenyl diphosphate_c0[c0]	Unknown
rxn10954_c0	Fatty acid biosynthesis (n-C18:0)_c0	(16) cpd00005[c0] + (15) cpd00067[c0] + (1) cpd11488[c0] + (7) cpd11492[c0] <= (8) cpd00001[c0] + (16) cpd00006[c0] + (7) cpd00011[c0] + (7) cpd11493[c0] + (1) cpd15268[c0]	(16) NADPH_c0[c0] + (15) H+_c0[c0] + (1) Acetoacetyl-ACP_c0[c0] + (7) Malonyl-acyl-carrierprotein-_c0[c0] <= (8) H2O_c0[c0] + (16) NADP_c0[c0] + (7) CO2_c0[c0] + (7) ACP_c0[c0] + (1) Octadecanoyl-ACP_c0[c0]	Unknown
rxn08618_c0	glucosyltransferase I (LPS core synthesis)_c0	(1) cpd00026[c0] + (1) cpd15489[c0] => (1) cpd00014[c0] + (4) cpd00067[c0] + (1) cpd15479[c0]	(1) UDP-glucose_c0[c0] + (1) inner core oligosaccharide lipid A_c0[c0] => (1) UDP_c0[c0] + (4) H+_c0[c0] + (1) glucosyl-inner core oligosaccharide lipid A_c0[c0]	Unknown
rxn12225_c0	2-octaprenylphenol hydroxylase_c0	(1) cpd00007[c0] + (2) cpd03444[c0] => (2) cpd03445[c0]	(1) O2_c0[c0] + (2) 2-Octaprenylphenol_c0[c0] => (2) 2-Octaprenyl-6-hydroxyphenol_c0[c0]	Unknown
rxn02056_c0	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0	(2) cpd00067[c0] + (1) cpd00557[c0] <= (1) cpd03426[c0] + (1) cpd10515[c0]	(2) H+_c0[c0] + (1) Siroheme_c0[c0] <= (1) Sirohydrochlorin_c0[c0] + (1) Fe2+_c0[c0]	Unknown
rxn05442_c0	11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11535[c0] => (1) cpd00003[c0] + (1) cpd11536[c0]	(1) NADH_c0[c0] + (1) H+_c0[c0] + (1) 11-methyl-trans-dodec-2-enoyl-ACP_c0[c0] => (1) NAD_c0[c0] + (1) 11-methyl-dodecanoyl-ACP_c0[c0]	Unknown
rxn08710_c0	RXN0-5118.c_c0	(3) cpd00067[c0] + (1) cpd03587[c0] + (1) cpd03831[c0] => (1) cpd00008[c0] + (1) cpd15485[c0]	(3) H+_c0[c0] + (1) kdo2-lipid a_c0[c0] + (1) ADP-L-glycero-D-manno-heptose_c0[c0] => (1) ADP_c0[c0] + (1) heptosyl-kdo2-lipidA_c0[c0]	Unknown
rxn08583_c0	galactosyltransferase I (LPS core synthesis)_c0	(1) cpd00026[c0] + (1) cpd15479[c0] => (1) cpd00014[c0] + (1) cpd15469[c0]	(1) UDP-glucose_c0[c0] + (1) glucosyl-inner core oligosaccharide lipid A_c0[c0] => (1) UDP_c0[c0] + (1) galactosyl-glucosyl-inner core oligosaccharide lipid A_c0[c0]	Unknown
rxn08712_c0	heptosyltransferase III (LPS core synthesis)_c0	(1) cpd03831[c0] + (1) cpd15549[c0] => (1) cpd00008[c0] + (1) cpd15488[c0]	(1) ADP-L-glycero-D-manno-heptose_c0[c0] + (1) phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0] => (1) ADP_c0[c0] + (1) heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA_c0[c0]	Unknown
rxn01207_c0	4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)_c0	(1) cpd00003[c0] + (1) cpd00010[c0] + (1) cpd00200[c0] => (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd01882[c0]	(1) NAD_c0[c0] + (1) CoA_c0[c0] + (1) 4MOP_c0[c0] => (1) NADH_c0[c0] + (1) CO2_c0[c0] + (1) Isovaleryl-CoA_c0[c0]	Unknown
rxn03395_c0	S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd03445[c0] => (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd03446[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) 2-Octaprenyl-6-hydroxyphenol_c0[c0] => (1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) 2-Octaprenyl-6-methoxyphenol_c0[c0]	Unknown
rxn04139_c0	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd03448[c0] => (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd03449[c0]	(1) NADPH_c0[c0] + (1) O2_c0[c0] + (1) H+_c0[c0] + (1) 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_c0[c0] => (1) H2O_c0[c0] + (1) NADP_c0[c0] + (1) 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_c0[c0]	Unknown
rxn05388_c0	5-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11524[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11525[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 5-methyl-hexanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 7-methyl-3-oxo-octanoyl-ACP_c0[c0]	Unknown
rxn11946_c0	R05614_c0	(1) cpd00017[c0] + (1) cpd03449[c0] => (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd15560[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) 2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_c0[c0] => (1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) Ubiquinone-8_c0[c0]	Unknown
rxn05396_c0	9-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11532[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11533[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 9-methyl-decanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 11-methyl-3-oxo-dodecanoyl-ACP_c0[c0]	Unknown
rxn05452_c0	14-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd11519[c0] => (1) cpd11434[c0] + (1) cpd11493[c0]	(1) CoA_c0[c0] + (2) H+_c0[c0] + (1) 14-methyl-hexa-decanoyl-ACP_c0[c0] => (1) fa12coa_c0[c0] + (1) ACP_c0[c0]	Unknown
rxn05387_c0	5-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11523[c0] => (1) cpd00006[c0] + (1) cpd11524[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 5-methyl-trans-hex-2-enoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 5-methyl-hexanoyl-ACP_c0[c0]	Unknown
rxn05368_c0	8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11504[c0] => (1) cpd00006[c0] + (1) cpd11505[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 8-methyl-3-oxo-decanoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 8-methyl-3-hydroxy-decanoyl-ACP_c0[c0]	Unknown
rxn03893_c0	all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase_c0	(1) cpd00136[c0] + (1) cpd02557[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03443[c0]	(1) 4-Hydroxybenzoate_c0[c0] + (1) Farnesylfarnesylgeraniol_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) 3-Octaprenyl-4-hydroxybenzoate_c0[c0]	Unknown
rxn13661_c0	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7)_c0	(1) cpd00017[c0] + (1) cpd11425[c0] <= (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd11606[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) 2dmmq7_c0[c0] <= (1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) Menaquinone 7_c0[c0]	Unknown
rxn10265_c0	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd15716[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd15722[c0]	(1) H2O_c0[c0] + (1) Diisoheptadecanoylphosphatidylglycerophosphate_c0[c0] => (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Diisoheptadecanoylphosphatidylglycerol_c0[c0]	Unknown
rxn05367_c0	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11503[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11504[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 6-methyl-octanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 8-methyl-3-oxo-decanoyl-ACP_c0[c0]	Unknown
rxn12549_c0	4-Hydroxybenzoate transport via proton symport_c0	(1) cpd00067[e0] + (1) cpd00136[e0] => (1) cpd00067[c0] + (1) cpd00136[c0]	(1) H+_e0[e0] + (1) 4-Hydroxybenzoate_e0[e0] => (1) H+_c0[c0] + (1) 4-Hydroxybenzoate_c0[c0]	Unknown
rxn05376_c0	12-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11512[c0] => (1) cpd00006[c0] + (1) cpd11513[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 12-methyl-3-oxo-tetra-decanoyl-ACP_c0[c0] => (1) NADP_c0[c0] + (1) 12-methyl-3-hydroxy-tetra-decanoyl-ACP_c0[c0]	Unknown
rxn13850_c0	Myristoyl-[acyl-carrier protein] synthase_c0	(1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd15294[c0] <= (1) cpd00003[c0] + (1) cpd11466[c0]	(1) NADH_c0[c0] + (2) H+_c0[c0] + (1) Tetradecenoyl-ACP_c0[c0] <= (1) NAD_c0[c0] + (1) Myristoyl-ACP_c0[c0]	Unknown
rxn05363_c0	4-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11499[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11500[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 4-methyl-hexanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 6-methyl-3-oxo-octanoyl-ACP_c0[c0]	Unknown
rxn10232_c0	isoheptadecanoyl-phosphatidylserine decarboxylase_c0	(2) cpd00067[c0] + (1) cpd15689[c0] => (1) cpd00011[c0] + (1) cpd15695[c0]	(2) H+_c0[c0] + (1) Diisoheptadecanoylphosphatidylserine_c0[c0] => (1) CO2_c0[c0] + (1) Diisoheptadecanoylphosphatidylethanolamine_c0[c0]	Unknown
rxn02008_c0	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00186[c0] + (1) cpd00890[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00525[c0]	(1) ATP_c0[c0] + (1) D-Glutamate_c0[c0] + (1) UDP-N-acetylmuramoyl-L-alanine_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0[c0]	Unknown
rxn05244_c0	TRANS-RXNBWI-115637.ce.maizeexp.ILE_c0	(1) cpd00067[e0] + (1) cpd00322[e0] => (1) cpd00067[c0] + (1) cpd00322[c0]	(1) H+_e0[e0] + (1) L-Isoleucine_e0[e0] => (1) H+_c0[c0] + (1) L-Isoleucine_c0[c0]	Unknown
rxn05404_c0	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	(1) cpd11492[c0] + (1) cpd11540[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11541[c0]	(1) Malonyl-acyl-carrierprotein-_c0[c0] + (1) 13-methyl-tetra-decanoyl-ACP_c0[c0] => (1) CO2_c0[c0] + (1) ACP_c0[c0] + (1) 15-methyl-3-oxo-hexa-decanoyl-ACP_c0[c0]	Unknown
rxn03182_c0	CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase_c0	(1) cpd02546[c0] + (1) cpd02993[c0] => (1) cpd00046[c0] + (1) cpd00067[c0] + (1) cpd03585[c0]	(1) CMP-KDO_c0[c0] + (1) Lipid IV(A)_c0[c0] => (1) CMP_c0[c0] + (1) H+_c0[c0] + (1) KDO-lipid IV(A)_c0[c0]	Unknown
rxn05361_c0	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase_c0	(1) cpd11497[c0] => (1) cpd00001[c0] + (1) cpd11498[c0]	(1) 4-methyl-3-hydroxy-hexanoyl-ACP_c0[c0] => (1) H2O_c0[c0] + (1) 4-methyl-trans-hex-2-enoyl-ACP_c0[c0]	Unknown
rxn06848_c0	R05075_c0	(1) cpd03587[c0] + (1) cpd11493[c0] <= (1) cpd03736[c0] + (1) cpd11466[c0]	(1) kdo2-lipid a_c0[c0] + (1) ACP_c0[c0] <= (1) Lauroyl-KDO2-lipid IV(A)_c0[c0] + (1) Myristoyl-ACP_c0[c0]	Unknown
rxn09163_c0	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15540[c0] <= (1) cpd00067[c0] + (1) cpd01080[c0] + (1) cpd15323[c0]	(1) H2O_c0[c0] + (1) Phosphatidylglycerol dioctadecanoyl_c0[c0] <= (1) H+_c0[c0] + (1) ocdca_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl_c0[c0]	Unknown
rxn05358_c0	2-methylbutanoyl-CoA:[acyl-carrier-protein] transferase_c0	(1) cpd00760[c0] + (1) cpd11493[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd11495[c0]	(1) 2-Methylbutyryl-CoA_c0[c0] + (1) ACP_c0[c0] => (1) CoA_c0[c0] + (1) H+_c0[c0] + (1) 2-methylbutyryl-ACP_c0[c0]	Unknown
